order_id,date,hour,customer_id,customer_type,restaurant_id,order_channel,items_count,basket_value,promo_code,discount_amount,delivery_fee,delivery_time_min,order_status,payment_method,device_platform,rating
ORD004045,2025-01-14,14,CU7284,Repeat,RST223,Delivery,5,165.22,SUFRA10,15.63,0.0,29,Delivered,Card,Android,4.4
ORD005795,2025-01-20,22,CU7903,Repeat,RST207,Dine-in,4,183.63,,4.42,0.0,0,Delivered,Wallet,Web,4.7
ORD014452,2025-02-17,19,CU9190,Repeat,RST244,Delivery,3,58.29,WELCOME25,5.38,12.0,23,Delivered,Wallet,iOS,4.8
ORD007021,2025-01-24,16,CU5347,New,RST338,Pickup,2,68.07,SUFRA10,0.41,0.0,0,Delivered,Card,Web,4.4
ORD021380,2025-03-10,19,CU5831,New,RST141,Dine-in,5,194.61,RAMADAN15,86.03,0.0,0,Cancelled,Wallet,iOS,
ORD017090,2025-02-26,14,CU5988,Repeat,RST300,Pickup,3,67.43,RAMADAN15,5.25,0.0,0,Cancelled,Card,iOS,
ORD044070,2025-05-19,14,CU8680,New,RST164,Dine-in,4,119.11,,1.5,0.0,0,Delivered,Card,Android,4.6
ORD009511,2025-02-01,21,CU9220,Repeat,RST247,Pickup,2,79.57,,1.73,0.0,0,Cancelled,Cash,Web,
ORD038273,2025-04-30,18,CU8846,Repeat,RST226,Dine-in,1,23.2,WELCOME25,1.49,0.0,0,Delivered,Card,Web,4.3
ORD012935,2025-02-12,13,CU7589,Repeat,RST219,Delivery,3,73.88,RAMADAN15,7.04,5.0,16,Delivered,Cash,Web,4.0
ORD046114,2025-05-26,20,CU10699,Repeat,RST129,Delivery,5,143.07,RAMADAN15,43.76,5.0,50,Delivered,Cash,Web,3.9
ORD025659,2025-03-21,21,CU9994,New,RST302,Delivery,3,126.82,,2.03,9.0,30,Delivered,Cash,Web,4.2
ORD038861,2025-05-02,19,CU9688,New,RST226,Delivery,2,57.8,RAMADAN15,0.29,12.0,19,Delivered,Apple Pay,Web,4.1
ORD045781,2025-05-25,12,CU7370,Repeat,RST336,Delivery,1,45.59,SUFRA10,1.11,0.0,33,Refunded,Apple Pay,Android,
ORD041709,2025-05-11,21,CU5928,Repeat,RST160,Pickup,4,128.92,FEAST20,12.02,0.0,0,Delivered,Card,Android,4.8
ORD002012,2025-01-07,13,CU5906,Repeat,RST248,Delivery,3,74.65,SUFRA10,2.81,5.0,41,Delivered,Cash,Android,4.2
ORD021167,2025-03-09,20,CU10373,New,RST163,Dine-in,1,35.66,,0.48,0.0,0,Delivered,Cash,Web,4.2
ORD042031,2025-05-12,18,CU7683,Repeat,RST126,Delivery,2,69.61,,31.01,9.0,46,Delivered,Wallet,Web,4.2
ORD034777,2025-04-19,12,CU7479,Repeat,RST307,Delivery,4,222.05,WELCOME25,8.33,9.0,31,Delivered,Cash,Web,3.5
ORD035524,2025-04-21,20,CU6033,Repeat,RST334,Pickup,2,71.67,FEAST20,0.51,0.0,0,Delivered,Card,Android,4.6
ORD019266,2025-03-04,20,CU9269,Repeat,RST175,Delivery,4,122.19,,0.01,5.0,37,Delivered,Cash,Android,3.7
ORD009972,2025-02-03,18,CU8889,New,RST140,Delivery,1,35.51,,15.37,7.0,58,Cancelled,Cash,Android,
ORD018735,2025-03-03,19,CU8604,New,RST194,Pickup,4,84.8,RAMADAN15,3.67,0.0,0,Delivered,Wallet,Web,4.4
ORD019269,2025-03-04,19,CU7385,Repeat,RST131,Dine-in,2,133.57,,55.91,0.0,0,Delivered,Apple Pay,Web,4.2
ORD040806,2025-05-08,16,CU6080,Repeat,RST120,Pickup,4,165.11,FEAST20,65.59,0.0,0,Delivered,Apple Pay,iOS,4.4
ORD003844,2025-01-13,13,CU6139,New,RST229,Delivery,3,92.5,WELCOME25,0.96,7.0,29,Delivered,Wallet,iOS,3.9
ORD038757,2025-05-02,13,CU9220,Repeat,RST144,Delivery,2,38.56,,16.69,0.0,53,Delivered,Cash,Web,4.8
ORD004589,2025-01-16,11,CU8967,New,RST150,Pickup,2,45.26,FEAST20,2.81,0.0,0,Delivered,Card,Web,4.7
ORD033487,2025-04-15,11,CU6257,Repeat,RST238,Delivery,2,47.09,RAMADAN15,1.35,0.0,13,Delivered,Apple Pay,Android,4.7
ORD007980,2025-01-27,16,CU8064,New,RST107,Delivery,1,33.65,,10.39,5.0,37,Delivered,Cash,Web,4.2
ORD004402,2025-01-16,21,CU6604,Repeat,RST276,Delivery,2,61.68,WELCOME25,1.31,0.0,13,Delivered,Cash,Android,4.7
ORD029524,2025-04-01,18,CU7378,Repeat,RST125,Delivery,2,63.74,,20.58,12.0,37,Delivered,Cash,Android,4.2
ORD006972,2025-01-24,21,CU10573,Repeat,RST281,Delivery,1,44.42,,1.21,9.0,32,Delivered,Wallet,iOS,3.8
ORD000592,2025-01-02,22,CU6124,Repeat,RST236,Dine-in,4,163.34,,6.34,0.0,0,Delivered,Card,Web,4.6
ORD042704,2025-05-15,20,CU6995,Repeat,RST184,Dine-in,4,165.75,FEAST20,1.75,0.0,0,Delivered,Apple Pay,Android,4.8
ORD036347,2025-04-24,11,CU5680,New,RST234,Delivery,1,40.13,FEAST20,1.63,9.0,39,Delivered,Apple Pay,Android,4.2
ORD017429,2025-02-27,19,CU8998,Repeat,RST296,Pickup,3,124.8,,4.55,0.0,0,Delivered,Apple Pay,Web,4.3
ORD011814,2025-02-09,20,CU7921,New,RST220,Delivery,1,38.11,,0.87,0.0,25,Delivered,Cash,Android,4.8
ORD031054,2025-04-07,21,CU6402,New,RST297,Delivery,4,164.14,,1.42,5.0,37,Delivered,Card,iOS,4.3
ORD010425,2025-02-04,22,CU9180,Repeat,RST244,Pickup,1,29.03,,0.62,0.0,0,Delivered,Cash,Android,3.8
ORD019537,2025-03-05,20,CU9642,Repeat,RST143,Delivery,1,50.21,RAMADAN15,21.53,0.0,82,Delivered,Cash,iOS,3.0
ORD019216,2025-03-04,18,CU7140,Repeat,RST130,Dine-in,5,202.26,RAMADAN15,87.82,0.0,0,Cancelled,Cash,Android,
ORD037047,2025-04-26,20,CU5597,New,RST242,Dine-in,2,75.35,,2.39,0.0,0,Delivered,Wallet,iOS,5.0
ORD031967,2025-04-10,13,CU8631,Repeat,RST260,Delivery,3,104.66,,1.97,12.0,21,Delivered,Cash,Web,4.2
ORD004915,2025-01-17,20,CU7034,New,RST336,Delivery,1,53.62,,1.52,12.0,41,Delivered,Apple Pay,Web,4.3
ORD042962,2025-05-16,14,CU5067,Repeat,RST166,Delivery,2,118.42,SUFRA10,5.71,9.0,42,Delivered,Card,Web,4.0
ORD029536,2025-04-01,19,CU9941,New,RST190,Delivery,5,253.49,,1.0,7.0,35,Cancelled,Card,Android,
ORD004382,2025-01-15,16,CU10639,Repeat,RST154,Delivery,3,110.3,RAMADAN15,6.24,7.0,40,Delivered,Apple Pay,Web,3.5
ORD044920,2025-05-22,11,CU5196,New,RST185,Pickup,1,51.9,WELCOME25,4.34,0.0,0,Delivered,Wallet,Web,4.3
ORD039543,2025-05-04,19,CU8594,Repeat,RST146,Delivery,3,129.63,,52.67,9.0,55,Cancelled,Card,Web,
ORD029227,2025-03-31,19,CU8673,Repeat,RST146,Dine-in,2,101.67,FEAST20,43.97,0.0,0,Cancelled,Card,iOS,
ORD039843,2025-05-05,21,CU10954,Repeat,RST216,Pickup,3,138.45,,2.37,0.0,0,Delivered,Wallet,Web,5.0
ORD001166,2025-01-04,16,CU5318,Repeat,RST306,Dine-in,1,33.96,,0.04,0.0,0,Delivered,Apple Pay,iOS,4.2
ORD001170,2025-01-04,13,CU7719,Repeat,RST190,Pickup,4,173.55,,3.9,0.0,0,Delivered,Cash,iOS,4.6
ORD026238,2025-03-23,19,CU10659,New,RST202,Delivery,2,108.96,,3.33,7.0,39,Delivered,Wallet,Android,3.7
ORD006724,2025-01-23,19,CU10411,New,RST257,Pickup,5,182.58,WELCOME25,1.23,0.0,0,Delivered,Card,iOS,5.0
ORD003965,2025-01-14,12,CU9870,Repeat,RST196,Delivery,2,135.56,SUFRA10,12.28,0.0,33,Delivered,Card,Web,4.3
ORD047398,2025-05-31,18,CU10081,New,RST141,Delivery,3,66.12,RAMADAN15,23.31,7.0,50,Delivered,Cash,iOS,3.9
ORD001196,2025-01-05,19,CU6785,Repeat,RST108,Delivery,2,90.72,,29.7,12.0,53,Delivered,Wallet,iOS,4.1
ORD043904,2025-05-19,20,CU5842,New,RST326,Delivery,3,112.9,SUFRA10,2.97,12.0,27,Delivered,Cash,Android,4.8
ORD027576,2025-03-26,18,CU8261,Repeat,RST110,Delivery,2,56.2,FEAST20,22.13,12.0,52,Delivered,Cash,Android,4.3
ORD010303,2025-02-04,12,CU6888,Repeat,RST184,Delivery,2,152.25,FEAST20,14.77,12.0,47,Delivered,Cash,Web,3.9
ORD042866,2025-05-15,21,CU7368,Repeat,RST235,Delivery,2,63.4,RAMADAN15,4.77,7.0,28,Delivered,Cash,Android,4.0
ORD042929,2025-05-16,20,CU8291,New,RST121,Delivery,4,112.88,SUFRA10,48.6,0.0,49,Refunded,Wallet,Android,
ORD047688,2025-05-31,20,CU8078,Repeat,RST141,Delivery,4,150.15,,54.85,5.0,54,Delivered,Wallet,Android,3.8
ORD036829,2025-04-25,22,CU10629,Repeat,RST224,Delivery,2,68.38,SUFRA10,0.37,12.0,28,Delivered,Card,Web,4.4
ORD007785,2025-01-26,16,CU10447,New,RST181,Delivery,2,61.65,SUFRA10,0.07,7.0,33,Delivered,Apple Pay,Android,4.5
ORD007463,2025-01-25,20,CU8493,New,RST195,Pickup,2,69.13,,1.8,0.0,0,Delivered,Cash,Android,5.0
ORD003429,2025-01-12,22,CU10308,New,RST335,Delivery,2,102.82,SUFRA10,8.59,12.0,38,Delivered,Apple Pay,iOS,3.9
ORD035514,2025-04-21,20,CU8935,New,RST220,Delivery,2,80.36,FEAST20,1.01,9.0,27,Delivered,Wallet,iOS,4.1
ORD037287,2025-04-27,13,CU8617,Repeat,RST127,Delivery,1,25.93,,9.99,5.0,52,Delivered,Apple Pay,Web,3.8
ORD005927,2025-01-20,21,CU9737,Repeat,RST325,Pickup,5,228.86,WELCOME25,22.75,0.0,0,Delivered,Wallet,iOS,4.2
ORD038472,2025-05-01,19,CU7805,Repeat,RST331,Delivery,4,150.14,SUFRA10,12.53,12.0,31,Delivered,Card,Android,4.5
ORD021473,2025-03-10,21,CU7594,Repeat,RST309,Delivery,2,92.7,RAMADAN15,1.01,0.0,40,Delivered,Apple Pay,Web,3.8
ORD046776,2025-05-29,14,CU10204,Repeat,RST319,Delivery,4,171.04,SUFRA10,14.99,12.0,26,Delivered,Card,iOS,4.3
ORD022071,2025-03-11,20,CU5138,Repeat,RST324,Delivery,1,39.31,,1.25,12.0,27,Delivered,Apple Pay,Web,4.1
ORD021031,2025-03-09,13,CU6453,Repeat,RST122,Delivery,1,40.77,SUFRA10,17.2,9.0,60,Delivered,Card,Android,3.9
ORD018642,2025-03-02,18,CU7797,New,RST210,Pickup,3,108.46,RAMADAN15,1.89,0.0,0,Delivered,Card,Web,5.0
ORD043559,2025-05-18,11,CU9363,New,RST101,Dine-in,2,114.56,,39.51,0.0,0,Delivered,Card,Android,4.5
ORD011030,2025-02-06,12,CU7173,Repeat,RST151,Pickup,2,106.27,,2.0,0.0,0,Delivered,Apple Pay,Web,3.6
ORD002118,2025-01-08,18,CU9385,Repeat,RST291,Delivery,3,102.05,SUFRA10,9.55,5.0,33,Delivered,Wallet,Android,4.4
ORD030479,2025-04-04,20,CU9741,Repeat,RST116,Dine-in,1,30.73,,13.4,0.0,0,Cancelled,Cash,Android,
ORD027310,2025-03-26,20,CU7258,New,RST136,Delivery,1,32.96,WELCOME25,11.96,5.0,43,Delivered,Wallet,iOS,4.5
ORD002603,2025-01-09,16,CU5315,New,RST193,Delivery,2,56.08,SUFRA10,1.78,7.0,35,Delivered,Apple Pay,iOS,4.9
ORD019429,2025-03-04,21,CU5669,Repeat,RST197,Delivery,1,47.66,SUFRA10,2.23,9.0,40,Delivered,Cash,iOS,4.6
ORD011366,2025-02-08,12,CU7794,Repeat,RST165,Pickup,1,23.38,,0.43,0.0,0,Delivered,Wallet,iOS,4.6
ORD035402,2025-04-21,14,CU7386,Repeat,RST149,Delivery,3,174.79,RAMADAN15,13.43,7.0,49,Delivered,Card,Android,3.9
ORD007880,2025-01-26,18,CU5508,Repeat,RST309,Delivery,2,101.95,RAMADAN15,7.69,12.0,31,Delivered,Card,Web,4.4
ORD001423,2025-01-05,22,CU8228,Repeat,RST271,Delivery,3,150.75,WELCOME25,4.95,9.0,22,Cancelled,Wallet,iOS,
ORD029979,2025-04-03,20,CU9363,Repeat,RST180,Dine-in,3,176.4,SUFRA10,0.07,0.0,0,Delivered,Card,Android,4.6
ORD044825,2025-05-22,12,CU7780,Repeat,RST226,Delivery,2,78.01,,2.11,0.0,45,Delivered,Wallet,Web,3.7
ORD001952,2025-01-07,20,CU7030,New,RST214,Dine-in,3,73.57,,2.39,0.0,0,Delivered,Apple Pay,Web,4.2
ORD011972,2025-02-09,16,CU9631,New,RST303,Delivery,2,78.38,FEAST20,3.45,12.0,29,Delivered,Card,Android,4.2
ORD043944,2025-05-19,12,CU9578,Repeat,RST316,Dine-in,1,25.45,FEAST20,0.28,0.0,0,Delivered,Apple Pay,Android,4.3
ORD015748,2025-02-22,20,CU8596,Repeat,RST141,Delivery,1,40.47,FEAST20,14.27,12.0,46,Cancelled,Cash,Web,
ORD045513,2025-05-24,20,CU8447,Repeat,RST146,Dine-in,4,173.77,,63.64,0.0,0,Delivered,Apple Pay,iOS,5.0
ORD006277,2025-01-21,20,CU9296,Repeat,RST307,Delivery,3,108.57,,3.68,12.0,33,Delivered,Card,iOS,4.0
ORD000763,2025-01-03,13,CU9916,Repeat,RST217,Delivery,1,39.63,,1.05,9.0,16,Delivered,Apple Pay,iOS,4.0
ORD042476,2025-05-14,11,CU10599,Repeat,RST221,Delivery,2,65.6,,2.39,9.0,25,Delivered,Wallet,iOS,4.6
ORD018828,2025-03-03,19,CU7153,Repeat,RST204,Delivery,1,42.39,FEAST20,3.1,12.0,23,Delivered,Apple Pay,Android,4.1
ORD035655,2025-04-22,20,CU7953,Repeat,RST140,Dine-in,3,89.79,FEAST20,31.36,0.0,0,Delivered,Apple Pay,iOS,4.5
ORD022464,2025-03-12,20,CU9311,New,RST204,Delivery,3,97.91,RAMADAN15,6.49,0.0,50,Cancelled,Card,Web,
ORD000350,2025-01-02,12,CU10607,New,RST218,Pickup,3,118.54,,4.65,0.0,0,Delivered,Apple Pay,Android,4.4
ORD039435,2025-05-04,13,CU9773,Repeat,RST283,Pickup,4,198.77,,7.3,0.0,0,Delivered,Wallet,Android,5.0
ORD022533,2025-03-13,18,CU6481,Repeat,RST239,Delivery,3,125.68,,3.38,12.0,20,Cancelled,Cash,Android,
ORD016594,2025-02-24,16,CU8099,Repeat,RST254,Pickup,3,93.1,,1.02,0.0,0,Cancelled,Apple Pay,iOS,
ORD041100,2025-05-09,20,CU7179,Repeat,RST113,Delivery,1,39.15,,12.11,12.0,41,Delivered,Apple Pay,iOS,4.6
ORD046811,2025-05-29,16,CU8678,Repeat,RST272,Delivery,1,26.48,,0.16,5.0,26,Delivered,Cash,Web,4.2
ORD043021,2025-05-16,20,CU6421,Repeat,RST263,Delivery,1,31.56,RAMADAN15,0.4,9.0,40,Delivered,Cash,iOS,3.8
ORD039536,2025-05-04,11,CU6909,Repeat,RST170,Delivery,3,98.2,,3.6,9.0,35,Delivered,Cash,iOS,4.1
ORD032658,2025-04-12,14,CU5502,New,RST108,Pickup,4,202.54,,64.61,0.0,0,Delivered,Wallet,Android,4.0
ORD038978,2025-05-02,22,CU9945,New,RST318,Delivery,1,30.87,SUFRA10,0.17,0.0,44,Delivered,Wallet,iOS,3.8
ORD040119,2025-05-06,20,CU8324,Repeat,RST199,Delivery,2,53.24,,1.28,7.0,30,Delivered,Apple Pay,iOS,4.4
ORD038606,2025-05-01,16,CU7366,New,RST276,Pickup,1,28.6,,0.03,0.0,0,Delivered,Cash,Web,4.3
ORD002906,2025-01-10,22,CU5973,New,RST334,Delivery,2,44.1,,0.12,7.0,33,Delivered,Cash,Android,4.9
ORD014706,2025-02-18,19,CU8674,Repeat,RST112,Delivery,2,144.35,,44.43,7.0,51,Delivered,Cash,Web,3.5
ORD027516,2025-03-26,13,CU5485,Repeat,RST322,Dine-in,3,62.85,,1.0,0.0,0,Delivered,Card,Web,4.4
ORD000794,2025-01-03,20,CU6098,Repeat,RST224,Pickup,2,63.79,WELCOME25,2.38,0.0,0,Delivered,Wallet,iOS,4.1
ORD009783,2025-02-02,20,CU8021,Repeat,RST146,Dine-in,4,197.32,,61.03,0.0,0,Cancelled,Card,Android,
ORD026653,2025-03-24,19,CU8338,Repeat,RST193,Delivery,3,94.29,,2.12,9.0,44,Delivered,Wallet,iOS,3.9
ORD024262,2025-03-17,18,CU7737,New,RST247,Delivery,2,97.13,SUFRA10,1.15,9.0,28,Delivered,Cash,iOS,4.0
ORD035908,2025-04-22,13,CU8838,Repeat,RST145,Pickup,3,62.63,RAMADAN15,24.19,0.0,0,Refunded,Card,Android,
ORD019860,2025-03-06,19,CU8932,Repeat,RST116,Dine-in,4,100.55,RAMADAN15,38.72,0.0,0,Delivered,Wallet,Android,4.5
ORD016677,2025-02-24,16,CU5391,Repeat,RST206,Delivery,3,109.68,,2.94,5.0,33,Delivered,Cash,iOS,4.0
ORD005139,2025-01-18,12,CU5045,New,RST247,Delivery,4,191.25,RAMADAN15,10.52,5.0,23,Delivered,Apple Pay,Android,4.8
ORD001552,2025-01-06,21,CU5816,Repeat,RST185,Delivery,1,52.07,,1.35,9.0,45,Delivered,Card,Android,3.6
ORD046331,2025-05-27,16,CU7561,Repeat,RST121,Delivery,1,22.82,,8.18,7.0,59,Refunded,Apple Pay,Web,
ORD008432,2025-01-28,13,CU6072,Repeat,RST213,Delivery,2,58.23,SUFRA10,0.25,0.0,33,Delivered,Apple Pay,iOS,4.1
ORD029868,2025-04-02,20,CU7675,Repeat,RST293,Delivery,2,105.8,,0.3,0.0,41,Delivered,Card,iOS,3.8
ORD025414,2025-03-21,13,CU9431,New,RST172,Delivery,2,58.25,RAMADAN15,3.09,5.0,32,Delivered,Card,Web,4.4
ORD000578,2025-01-02,18,CU6514,Repeat,RST293,Pickup,1,30.1,,0.52,0.0,0,Delivered,Apple Pay,iOS,4.4
ORD017027,2025-02-25,12,CU10247,Repeat,RST121,Pickup,1,19.93,FEAST20,8.7,0.0,0,Delivered,Wallet,iOS,4.0
ORD043824,2025-05-19,20,CU5336,New,RST278,Delivery,2,96.39,RAMADAN15,6.69,7.0,21,Delivered,Wallet,iOS,4.0
ORD030079,2025-04-03,13,CU8083,Repeat,RST141,Dine-in,1,37.65,,15.1,0.0,0,Refunded,Cash,Web,
ORD047642,2025-05-31,19,CU10969,New,RST119,Delivery,5,176.23,WELCOME25,65.67,12.0,47,Delivered,Card,Web,4.5
ORD007883,2025-01-26,18,CU10504,New,RST106,Delivery,1,24.62,SUFRA10,7.67,5.0,52,Cancelled,Apple Pay,Android,
ORD041313,2025-05-10,21,CU8644,New,RST271,Delivery,3,127.74,,0.5,7.0,49,Delivered,Card,Android,3.9
ORD025213,2025-03-20,21,CU8066,Repeat,RST175,Delivery,3,89.36,FEAST20,5.99,5.0,33,Delivered,Card,Web,4.2
ORD006125,2025-01-21,13,CU8094,Repeat,RST233,Delivery,3,69.25,,0.02,9.0,23,Delivered,Cash,Web,4.7
ORD033606,2025-04-15,22,CU6893,Repeat,RST219,Pickup,1,26.58,,0.46,0.0,0,Delivered,Cash,Android,5.0
ORD019543,2025-03-05,13,CU6309,Repeat,RST117,Delivery,4,202.16,SUFRA10,75.41,7.0,57,Delivered,Cash,Android,3.3
ORD016979,2025-02-25,13,CU7889,New,RST171,Dine-in,2,89.4,,3.23,0.0,0,Delivered,Cash,iOS,4.3
ORD029562,2025-04-01,19,CU8313,New,RST119,Delivery,3,113.75,FEAST20,41.35,5.0,47,Delivered,Apple Pay,iOS,3.7
ORD006350,2025-01-22,20,CU9885,New,RST259,Delivery,2,62.38,,1.68,9.0,34,Delivered,Apple Pay,iOS,4.1
ORD016337,2025-02-23,18,CU9298,Repeat,RST126,Delivery,3,82.43,WELCOME25,37.01,9.0,47,Delivered,Card,iOS,4.1
ORD036067,2025-04-23,20,CU6901,New,RST103,Delivery,3,58.34,,18.9,9.0,54,Delivered,Cash,Android,3.7
ORD003154,2025-01-11,20,CU5226,New,RST280,Delivery,2,49.24,,0.92,12.0,28,Delivered,Cash,iOS,3.8
ORD033497,2025-04-15,11,CU7298,Repeat,RST109,Dine-in,4,138.88,,61.78,0.0,0,Delivered,Apple Pay,Android,4.9
ORD041124,2025-05-10,16,CU7621,New,RST234,Pickup,4,198.03,,2.45,0.0,0,Delivered,Card,Android,4.7
ORD035905,2025-04-22,19,CU9808,New,RST171,Delivery,1,55.79,,1.85,7.0,51,Delivered,Card,Web,3.4
ORD031915,2025-04-10,11,CU9851,New,RST331,Delivery,2,64.31,FEAST20,0.99,0.0,35,Delivered,Cash,iOS,4.2
ORD040244,2025-05-06,18,CU10444,Repeat,RST315,Dine-in,2,98.36,FEAST20,0.29,0.0,0,Delivered,Wallet,Web,5.0
ORD033663,2025-04-15,22,CU6502,Repeat,RST238,Pickup,2,56.88,SUFRA10,4.31,0.0,0,Delivered,Apple Pay,Web,4.6
ORD045902,2025-05-25,20,CU6838,Repeat,RST222,Delivery,2,144.24,WELCOME25,4.38,0.0,31,Delivered,Cash,Web,4.2
ORD000708,2025-01-03,19,CU8183,Repeat,RST309,Pickup,3,102.35,,3.02,0.0,0,Delivered,Apple Pay,Web,5.0
ORD002856,2025-01-10,14,CU8346,Repeat,RST323,Pickup,1,25.68,,0.48,0.0,0,Delivered,Card,iOS,4.9
ORD014911,2025-02-19,22,CU5580,Repeat,RST151,Delivery,2,151.68,RAMADAN15,12.45,9.0,35,Delivered,Card,Web,3.7
ORD034106,2025-04-17,12,CU9972,Repeat,RST131,Delivery,3,151.28,,58.07,7.0,49,Delivered,Card,Web,4.1
ORD021912,2025-03-11,20,CU8085,Repeat,RST264,Delivery,2,68.36,WELCOME25,5.32,9.0,31,Delivered,Wallet,iOS,3.9
ORD037347,2025-04-27,11,CU10886,New,RST335,Delivery,2,63.02,RAMADAN15,0.22,5.0,41,Delivered,Cash,iOS,3.5
ORD035218,2025-04-20,21,CU5976,Repeat,RST128,Pickup,1,40.87,,17.95,0.0,0,Delivered,Cash,Android,4.7
ORD041679,2025-05-11,12,CU5650,Repeat,RST255,Delivery,2,59.47,WELCOME25,4.74,12.0,19,Delivered,Card,Android,4.5
ORD047306,2025-05-30,19,CU5357,Repeat,RST162,Pickup,1,28.87,,0.72,0.0,0,Cancelled,Cash,iOS,
ORD019890,2025-03-06,19,CU6556,Repeat,RST107,Delivery,4,90.33,,39.24,0.0,49,Delivered,Apple Pay,Web,3.5
ORD020673,2025-03-08,19,CU5105,Repeat,RST178,Delivery,2,74.01,FEAST20,0.26,0.0,40,Delivered,Cash,Web,4.7
ORD029059,2025-03-31,13,CU10526,Repeat,RST246,Delivery,2,46.68,,1.75,5.0,24,Delivered,Cash,Android,4.5
ORD010512,2025-02-05,21,CU9207,New,RST180,Delivery,4,304.99,,10.85,7.0,36,Delivered,Cash,Web,3.9
ORD005672,2025-01-20,14,CU8284,New,RST300,Pickup,1,44.16,,1.64,0.0,0,Delivered,Cash,iOS,5.0
ORD001036,2025-01-04,22,CU7456,New,RST332,Delivery,4,137.3,,5.11,0.0,34,Delivered,Apple Pay,iOS,4.5
ORD008569,2025-01-29,13,CU5495,New,RST229,Delivery,2,47.7,RAMADAN15,4.39,9.0,24,Delivered,Wallet,Android,4.7
ORD039199,2025-05-03,20,CU7823,New,RST279,Delivery,1,58.85,RAMADAN15,0.21,0.0,29,Delivered,Wallet,iOS,3.9
ORD021419,2025-03-10,13,CU8400,New,RST301,Delivery,3,102.74,FEAST20,0.55,0.0,21,Refunded,Cash,Android,
ORD041948,2025-05-12,13,CU7417,Repeat,RST206,Delivery,4,212.6,,7.21,5.0,31,Delivered,Wallet,iOS,4.4
ORD016633,2025-02-24,13,CU8997,Repeat,RST101,Dine-in,4,180.47,,71.49,0.0,0,Delivered,Wallet,iOS,3.9
ORD000294,2025-01-01,22,CU7398,Repeat,RST189,Dine-in,1,22.45,WELCOME25,1.84,0.0,0,Delivered,Card,iOS,4.8
ORD033432,2025-04-14,18,CU10426,Repeat,RST121,Pickup,2,42.01,RAMADAN15,14.49,0.0,0,Cancelled,Wallet,iOS,
ORD002915,2025-01-10,14,CU8556,Repeat,RST235,Delivery,2,58.92,,1.94,9.0,22,Delivered,Cash,Web,4.6
ORD003369,2025-01-12,22,CU10128,Repeat,RST118,Delivery,2,53.86,WELCOME25,22.18,9.0,41,Refunded,Wallet,Web,
ORD004613,2025-01-16,20,CU8415,Repeat,RST155,Delivery,2,64.81,FEAST20,4.78,7.0,35,Delivered,Wallet,iOS,4.5
ORD001155,2025-01-04,13,CU6253,Repeat,RST246,Pickup,3,121.76,WELCOME25,11.36,0.0,0,Delivered,Apple Pay,Web,4.4
ORD028641,2025-03-29,19,CU9352,Repeat,RST305,Delivery,2,42.15,RAMADAN15,2.72,7.0,32,Delivered,Apple Pay,Android,4.5
ORD025793,2025-03-22,21,CU5787,New,RST219,Delivery,2,61.43,WELCOME25,4.73,12.0,25,Cancelled,Card,Web,
ORD029688,2025-04-02,14,CU7532,Repeat,RST152,Delivery,4,93.11,,0.25,7.0,27,Delivered,Apple Pay,Web,4.4
ORD002523,2025-01-09,13,CU7598,Repeat,RST131,Delivery,4,277.56,,85.85,0.0,50,Delivered,Card,Android,4.0
ORD015544,2025-02-21,16,CU8959,Repeat,RST150,Pickup,1,27.06,SUFRA10,1.05,0.0,0,Delivered,Apple Pay,Web,4.4
ORD036924,2025-04-26,14,CU10428,Repeat,RST147,Delivery,5,91.64,WELCOME25,30.65,9.0,58,Cancelled,Apple Pay,iOS,
ORD036611,2025-04-25,11,CU6194,Repeat,RST114,Delivery,4,202.08,,76.53,9.0,64,Delivered,Card,iOS,4.1
ORD013685,2025-02-15,12,CU7516,New,RST125,Delivery,3,102.3,SUFRA10,43.52,9.0,61,Cancelled,Wallet,iOS,
ORD044066,2025-05-19,18,CU10547,New,RST303,Delivery,4,280.21,,9.97,12.0,26,Delivered,Apple Pay,Web,4.7
ORD019433,2025-03-04,19,CU9331,New,RST121,Delivery,1,34.52,RAMADAN15,11.0,7.0,65,Delivered,Cash,Web,3.8
ORD013885,2025-02-15,21,CU6831,New,RST194,Delivery,3,113.81,,0.62,0.0,44,Delivered,Wallet,iOS,3.3
ORD042204,2025-05-13,13,CU6959,Repeat,RST217,Dine-in,2,45.14,WELCOME25,1.73,0.0,0,Delivered,Apple Pay,Web,4.4
ORD012401,2025-02-11,13,CU7686,Repeat,RST103,Dine-in,1,30.96,,10.76,0.0,0,Refunded,Card,Android,
ORD013414,2025-02-14,11,CU9263,Repeat,RST112,Delivery,2,129.23,RAMADAN15,45.69,7.0,51,Refunded,Apple Pay,Android,
ORD010192,2025-02-04,22,CU7412,Repeat,RST226,Delivery,2,71.67,WELCOME25,0.13,0.0,25,Delivered,Apple Pay,Web,4.6
ORD019640,2025-03-05,21,CU6643,Repeat,RST160,Dine-in,3,77.69,RAMADAN15,7.48,0.0,0,Delivered,Apple Pay,Android,4.7
ORD016092,2025-02-23,22,CU10651,New,RST252,Delivery,3,134.13,,4.32,7.0,30,Delivered,Card,Android,5.0
ORD011055,2025-02-06,12,CU5364,Repeat,RST203,Pickup,4,214.13,,3.76,0.0,0,Delivered,Apple Pay,Android,4.1
